fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83,3,0,3,0,1,0,1,1
Paul Ruiz,"5' 6""",135 lbs.,,,23-Jun-87,1,0,1,1,0,0,1,21
Yukio Sakaguchi,"5' 9""",185 lbs.,,Orthodox,26-Jul-73,0,0,2,1,5,1,0,9
Wataru Sakata,"5' 9""",195 lbs.,,Southpaw,11-Mar-73,1,1,2,0,0,0,0,0
Augusto Sakai,"6' 3""",265 lbs.,"77""",Orthodox,9-May-91,5,0,4,1,0,1,1,0
Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,19-Oct-83,7,1,5,1,0,0,1,0
Alessio Sakara,"6' 0""",185 lbs.,"72""",Orthodox,2-Sep-81,4,0,3,1,2,1,1,0
Ryuta Sakurai,"5' 7""",183 lbs.,,Orthodox,,2,0,3,1,1,1,0,2
Kazushi Sakuraba,"6' 0""",185 lbs.,,Southpaw,14-Jul-69,1,0,2,1,1,0,0,2
Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,13-Mar-82,3,0,3,1,2,0,0,0
Hayato Sakurai,"5' 7""",168 lbs.,,Orthodox,24-Aug-75,2,0,2,1,2,1,1,0
Luis Saldana,"5' 11""",145 lbs.,"73""",Orthodox,27-Jan-91,7,1,1,1,0,0,0,0
Ivan Salaverry,"6' 0""",185 lbs.,,Orthodox,11-Jan-71,3,0,1,1,0,0,0,3
John Salgado,"5' 10""",170 lbs.,,,,1,1,2,0,0,0,1,0
Roman Salazar,"5' 7""",135 lbs.,,Orthodox,21-Feb-88,2,0,3,1,2,0,1,0
Brandon Saling,"5' 10""",170 lbs.,,,28-Jan-86,3,0,6,0,0,0,1,0
Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,9-Jun-84,3,0,2,1,1,0,1,0
Sean Salmon,"5' 10""",185 lbs.,,Southpaw,11-Sep-77,1,0,2,1,4,1,0,0
Gabriel Salinas-Jones,"6' 1""",245 lbs.,,,20-Nov-84,0,0,0,0,0,0,0,0
Boston Salmon,"5' 9""",135 lbs.,"69""",Southpaw,20-Nov-90,4,0,8,1,0,0,1,0
Johnny Sampaio,"5' 8""",170 lbs.,,Orthodox,11-Sep-75,1,0,3,1,10,1,0,10
John Salter,"6' 1""",185 lbs.,"74""",Southpaw,21-Mar-85,2,0,2,1,3,0,1,1
Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,14-Mar-88,2,1,2,0,1,0,0,0
Josh San Diego,"5' 10""",135 lbs.,,,,0,0,0,0,0,0,0,0
Josh Sampo,"5' 4""",125 lbs.,"64""",Orthodox,24-Jul-84,2,0,3,1,1,0,0,2
Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,4-Nov-82,3,0,3,0,1,0,0,0
Julian Sanchez,"6' 3""",300 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Bobby Sanchez,"5' 7""",155 lbs.,,Orthodox,,0,0,0,1,0,0,1,0
Donald Sanchez,"5' 10""",145 lbs.,,,18-Aug-84,1,1,1,1,0,0,1,0
Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,31-Dec-81,3,0,3,1,2,0,0,1
Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,24-Jun-91,3,0,3,1,1,1,1,0
Emmanuel Sanchez,"5' 9""",145 lbs.,"71""",,11-Aug-90,4,0,4,1,0,0,0,1
Jesse Sanders,"6' 0""",170 lbs.,,Orthodox,,0,0,6,0,0,0,1,0
Erick Sanchez,"5' 10""",145 lbs.,,,4-Oct-90,0,0,0,0,0,0,0,0
Andrew Sanchez,"6' 1""",185 lbs.,"74""",Orthodox,8-Apr-88,4,0,5,1,2,0,1,0
Robert Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,5-Mar-86,1,0,2,0,4,1,1,1
Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,1-Oct-79,1,1,1,0,2,0,1,2
Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,20-Apr-92,7,0,4,1,1,1,0,1
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,12-Dec-85,6,1,4,1,0,0,1,0
Hugo Sandoval,,135 lbs.,,,,0,0,0,0,0,0,0,0
Joseph Sandoval,"5' 7""",135 lbs.,,Southpaw,11-May-86,2,0,12,1,0,0,0,0
Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,19-Jul-86,3,1,2,1,3,0,1,1
Raul Sandoval,,130 lbs.,,,,0,0,0,0,0,0,0,0
Chris Sanford,"5' 11""",185 lbs.,,Orthodox,12-Mar-68,0,1,3,0,0,0,0,4
Jonathan Santa Maria,"5' 9""",125 lbs.,,,,4,1,3,1,0,0,1,0
Roldan Sangcha'an,"5' 4""",125 lbs.,,Orthodox,4-Dec-90,3,0,2,1,2,1,1,0
Yuhi Sano,"5' 11""",243 lbs.,,Orthodox,2-Feb-65,0,0,0,0,0,0,0,0
Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,10-Jan-96,6,0,3,1,6,1,0,0
Sean Santella,"5' 5""",125 lbs.,,,25-Oct-84,0,0,0,0,0,0,0,0
Will Santiago,"5' 7""",185 lbs.,,Orthodox,8-Feb-83,1,0,6,1,1,1,1,0
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,28-Jul-89,3,0,4,0,3,1,1,1
Shaheen Santana,"6' 1""",155 lbs.,"75""",Orthodox,4-Jun-91,1,0,2,0,0,0,0,3
Jorge Santiago,"6' 1""",170 lbs.,"75""",Orthodox,9-Oct-80,2,0,3,1,1,0,1,1
Richie Santiago,"5' 7""",135 lbs.,"67""",Southpaw,10-Oct-92,4,0,5,0,0,0,0,0
Jose Santibanez,,155 lbs.,,,18-Jan-80,0,0,0,0,0,0,0,0
Art Santore,"6' 2""",185 lbs.,,,26-Oct-72,1,0,7,1,0,0,1,0
Adriano Santos,,,,,,0,0,0,0,0,0,0,0
Luis Santos,"6' 1""",170 lbs.,,Southpaw,,4,1,4,1,0,0,0,0
Iliarde Santos,"5' 5""",125 lbs.,"67""",Orthodox,25-Sep-80,3,0,6,1,2,0,1,0
Paulo Santos,,,,,,0,0,0,0,0,0,0,0
Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,7-Jan-84,4,0,2,1,1,0,1,0
Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,12-Dec-77,4,0,6,0,1,1,1,0
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,5-Feb-80,3,0,3,1,1,0,1,0
Bruno Santos,"5' 9""",185 lbs.,,Orthodox,17-Jul-87,1,0,2,1,3,0,1,0
Andre Santos,"6' 0""",170 lbs.,,,,3,0,4,0,3,0,1,0
Gleristone Santos,"5' 9""",145 lbs.,,,20-Aug-88,3,0,4,1,0,0,1,0
Taila Santos,"5' 6""",125 lbs.,"68""",Orthodox,22-Jun-93,4,0,2,1,2,1,1,1
Marilia Santos,"5' 4""",125 lbs.,,Orthodox,12-Dec-92,4,1,4,1,1,1,1,1
Nick Sanzo,"5' 9""",190 lbs.,,,,0,0,0,0,0,0,0,0
Bob Sapp,"6' 5""",350 lbs.,,Orthodox,22-Sep-74,3,1,2,0,1,1,1,0
Diego Saraiva,"5' 6""",155 lbs.,,Orthodox,23-Apr-82,2,0,4,1,1,0,0,1
Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,21-Aug-82,2,0,3,1,0,0,1,1
Harris Sarmiento,"5' 9""",155 lbs.,,Orthodox,9-Sep-83,1,0,3,0,2,1,1,0
Alexander Sarnavskiy,"5' 11""",155 lbs.,,,17-Jan-89,1,1,2,0,0,0,1,0
Yuki Sasaki,"6' 2""",185 lbs.,,Orthodox,12-Sep-76,1,0,1,1,0,1,1,0
Kyosuke Sasaki,"5' 7""",183 lbs.,,Southpaw,,0,0,1,0,0,0,0,0
Yuta Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,7-Oct-89,2,0,3,1,3,0,0,1
Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,4-Aug-88,1,0,2,1,1,0,0,7
Masaaki Satake,"6' 1""",220 lbs.,,Orthodox,17-Aug-65,1,0,4,0,0,0,1,0
Takenori Sato,"5' 10""",170 lbs.,,Southpaw,8-Jun-85,0,0,13,0,0,0,0,0
Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,9-Jun-90,3,0,5,1,1,1,1,0
Tom Sauer,"6' 1""",263 lbs.,,,11-Nov-70,0,0,0,0,0,0,0,0
Jeimeson Saudino,"5' 6""",135 lbs.,,,5-Mar-91,1,0,1,1,2,1,0,3
Townsend Saunders,"5' 5""",170 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,13-Apr-83,3,1,4,1,0,0,1,1
Chris Saunders,"5' 8""",155 lbs.,,,11-Mar-86,1,0,3,1,4,1,0,0
Chad W. Saunders,"5' 10""",170 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Lumumba Sayers,"6' 0""",185 lbs.,,,30-Jun-78,3,0,2,0,8,1,0,3
Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,21-Feb-94,5,0,3,1,0,0,1,0
Brandon Sayles,"6' 5""",265 lbs.,,,23-Apr-81,0,0,0,0,0,0,0,0
Mark Scanlon,"5' 9""",170 lbs.,,Orthodox,,2,0,3,0,3,1,0,2
Eric Schafer,"6' 3""",185 lbs.,"76""",Orthodox,20-Sep-77,2,0,3,1,2,0,1,2
Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,18-Mar-83,3,0,2,1,2,0,1,0
Kerry Schall,"6' 2""",265 lbs.,,Orthodox,9-Aug-71,1,0,5,1,0,0,0,0
Eric Schambari,"5' 11""",185 lbs.,,Orthodox,22-Apr-78,1,0,1,1,3,0,0,1
Matheus Scheffel,"6' 2""",205 lbs.,,,11-Apr-92,0,0,0,0,0,0,0,0
Antonio Schembri,"5' 9""",205 lbs.,,Orthodox,1-Jun-74,1,0,2,1,1,0,0,0
Fabiano Scherner,"6' 3""",257 lbs.,,Orthodox,30-Jun-72,1,0,3,0,1,0,0,0
Joe Schilling,"6' 3""",185 lbs.,,,,3,1,3,0,0,0,0,0
Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,24-Dec-75,2,0,3,0,1,1,1,1
Semmy Schilt,"6' 10""",265 lbs.,,Orthodox,27-Oct-73,1,1,1,1,0,0,0,1
Adam Schindler,"5' 8""",155 lbs.,,,19-May-83,0,0,0,0,0,0,0,0
Daniel Schmitt,,185 lbs.,,,,0,0,0,0,0,0,0,0
Colleen Schneider,,135 lbs.,,,,2,0,3,1,3,1,1,0
Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,15-Jan-90,4,0,4,1,0,0,1,1
Darrill Schoonover,"6' 2""",220 lbs.,,Orthodox,18-Jul-85,1,0,4,0,0,0,1,1
Alex Schoenauer,"6' 3""",185 lbs.,,Orthodox,5-May-76,1,0,2,0,0,0,0,5
Bob Schrijber,"6' 0""",240 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Nate Schroeder,"6' 1""",230 lbs.,,,,0,0,0,0,0,0,0,0
Lacey Schuckman,"5' 3""",125 lbs.,,,,0,0,0,0,0,0,0,0
Mark Schultz,"5' 9""",200 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Brian Schwartz,"6' 3""",170 lbs.,,Orthodox,,1,0,1,0,0,0,1,1
Eric Schwartz,,205 lbs.,,,,0,0,0,0,0,0,0,0
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,2-May-92,4,1,2,1,3,1,1,1
Pat Schilling,"5' 8""",145 lbs.,,Orthodox,28-Aug-88,2,0,8,1,0,0,0,0
Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,24-Jun-89,4,0,4,1,0,0,1,1
Mike Seal,"6' 4""",185 lbs.,,Orthodox,,6,1,3,1,0,0,0,0
Greg Scott,"5' 9""",145 lbs.,,,,4,1,8,0,12,1,0,0
Kenneth Seegrist,"6' 0""",185 lbs.,,Orthodox,,3,1,1,0,0,0,0,14
Rony Sefo,"5' 9""",225 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Matt Secor,"6' 0""",170 lbs.,,,26-Sep-86,1,0,1,1,3,1,0,3
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,30-Aug-79,4,0,4,1,1,0,1,2
Ray Sefo,"6' 0""",240 lbs.,,Orthodox,15-Feb-71,1,0,2,1,0,0,1,0
Brendan Seguin,"6' 0""",185 lbs.,,,3-Jul-76,3,0,1,1,5,1,1,0
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,12-Feb-92,1,0,2,1,1,0,0,0
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,5-Aug-82,3,0,4,1,1,0,0,1
Andrei Semenov,"6' 0""",185 lbs.,,Orthodox,17-Jun-77,1,0,2,1,2,1,1,0
Brandon Sene,"5' 11""",205 lbs.,,,21-May-81,0,0,0,0,0,0,0,0
Matthew Semelsberger,"6' 1""",170 lbs.,"75""",Switch,23-Nov-92,8,1,5,1,2,1,1,1
Kim In Seok,"5' 6""",145 lbs.,,Orthodox,,1,0,5,1,0,0,0,0
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,3-Nov-80,3,0,3,0,2,1,1,2
Ray Seraille,"6' 3""",246 lbs.,,,,5,0,18,0,0,0,0,0
Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,24-May-80,5,0,3,0,2,1,1,2
Ivan Serati,"6' 0""",205 lbs.,,Orthodox,,1,0,5,0,0,0,0,0
Nicholas Sergiacomi,,170 lbs.,,,,4,1,4,1,0,0,0,0
Adrian Serrano,"5' 8""",170 lbs.,,,23-Dec-63,0,0,0,0,0,0,0,0
Nick Serra,"5' 9""",170 lbs.,,Orthodox,27-Mar-78,0,0,2,0,1,0,0,2
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,22-Sep-79,2,0,2,1,3,0,1,0
Carl Seumanutafa,"6' 1""",255 lbs.,,Orthodox,,0,0,3,1,0,0,0,0
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,2,0,3,0,2,0,0,1
Scott Shaffer,"5' 7""",145 lbs.,,Orthodox,,2,1,1,1,0,0,1,3
Dan Severn,"6' 2""",250 lbs.,,Southpaw,8-Jun-58,0,0,0,0,0,0,0,0
Rosi Sexton,"5' 3""",135 lbs.,,Orthodox,16-Jul-77,3,0,7,0,1,0,1,0
Leon Shahbazyan,"6' 4""",170 lbs.,"74""",Orthodox,18-Nov-95,6,1,8,0,1,1,0,0
Edmen Shahbazyan,"6' 2""",185 lbs.,"74""",Orthodox,20-Nov-97,4,1,4,0,4,0,1,1
Liliya Shakirova,"5' 4""",125 lbs.,"65""",Orthodox,24-Oct-91,3,0,3,1,0,0,0,0
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,27-Aug-72,3,0,3,1,2,1,1,0
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,11-Feb-64,1,0,4,0,1,1,0,3
Frank Shamrock,"5' 10""",185 lbs.,,Orthodox,8-Dec-72,5,1,5,1,0,1,0,1
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,2-Feb-91,3,0,2,1,3,1,0,0
Jason Sharp,,205 lbs.,,,,0,0,0,0,0,0,0,0
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,16-Nov-89,6,0,6,1,0,0,1,0
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,2,0,3,1,4,0,1,0
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,20-Nov-84,4,1,3,1,1,1,1,1
Henrique Shiguemoto,"5' 11""",185 lbs.,"72""",Orthodox,22-Jun-89,4,0,6,0,0,0,1,0
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,7-Mar-88,3,1,2,1,2,1,1,0
Shunichi Shimizu,"5' 5""",135 lbs.,,Orthodox,31-Jan-85,0,0,5,0,0,0,0,0
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,9-Jan-79,2,0,2,1,3,0,0,1
Wade Shipp,"6' 3""",245 lbs.,,Orthodox,9-Feb-75,4,1,2,0,0,0,1,0
Raja Shippen,"5' 6""",145 lbs.,,,7-Oct-86,0,0,0,0,0,0,0,0
Yuya Shirai,"5' 8""",168 lbs.,,Orthodox,2-Apr-80,1,1,4,1,0,0,0,0
Wes Shivers,"6' 8""",,,,,0,0,0,0,0,0,0,0
Alexander Shlemenko,"5' 11""",185 lbs.,,,20-May-84,4,1,2,1,0,0,0,0
Josh Shockley,"6' 1""",155 lbs.,,Orthodox,15-Nov-89,1,0,2,1,0,0,1,1
Josh Shockman,"6' 4""",235 lbs.,,Southpaw,29-Dec-80,1,0,1,1,0,0,0,0
Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,6-Feb-95,4,1,1,1,5,0,0,2
Akira Shoji,"5' 8""",195 lbs.,,Orthodox,31-Jan-74,1,0,3,1,2,1,1,0
Landon Showalter,"6' 0""",185 lbs.,,,14-Jun-76,0,0,0,0,0,0,0,0
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,17-Nov-79,2,0,2,1,0,1,1,1
Brandon Shuey,"5' 7""",155 lbs.,,Orthodox,1-Feb-76,1,0,1,0,0,0,0,10
Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,9-Jun-88,0,0,0,0,0,0,0,0
Kiril Sidelnikov,"5' 11""",230 lbs.,,,17-Aug-88,3,0,4,1,0,0,0,0
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,1-Feb-86,2,0,4,1,1,0,1,1
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,15-Feb-87,3,0,3,1,0,0,1,2
Siala Siliga,"6' 1""",290 lbs.,,Orthodox,8-Oct-70,1,0,2,1,1,1,1,0
Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,18-Jun-74,1,0,4,1,3,0,0,2
Xavier Siller,"5' 5""",125 lbs.,,,6-Jun-94,1,0,2,1,4,1,0,0
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,12-Nov-82,4,1,3,1,1,0,1,1
Jean Silva,"5' 6""",160 lbs.,,Orthodox,8-Oct-77,1,0,3,1,0,0,0,0
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,21-Jul-63,0,0,3,0,0,1,0,0
Edson Silva,,205 lbs.,,Orthodox,,3,0,5,1,0,0,0,0
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,14-Apr-75,3,1,2,1,1,1,1,1
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,3-Jul-76,3,0,2,1,1,1,1,1
Sidney Silva,"6' 3""",170 lbs.,,Southpaw,27-Feb-72,3,1,3,0,3,1,0,0
Jay Silva,"6' 2""",185 lbs.,,Southpaw,,1,0,3,0,0,0,0,1
Fabio Silva,"5' 11""",205 lbs.,,Orthodox,31-Mar-82,0,0,6,0,0,0,0,0
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,11-Nov-85,2,0,2,1,2,0,1,0
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,6-Sep-82,3,0,3,0,3,0,1,2
Wagner Silva,"6' 0""",170 lbs.,,Orthodox,7-Feb-87,2,0,3,1,0,0,1,0
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,14-Sep-79,3,0,3,1,1,0,1,1
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,3,0,4,0,1,0,1,1
Rafael Silva,"5' 7""",135 lbs.,,,20-Mar-85,1,1,1,1,0,0,0,1
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,5-Feb-89,4,0,4,1,0,1,1,1
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,8-May-84,5,1,2,1,1,1,1,0
Dayana Silva,"5' 7""",135 lbs.,,Orthodox,27-Aug-90,6,1,6,1,0,0,0,0
Jacob Silva,"5' 5""",125 lbs.,"67""",Orthodox,23-Feb-88,4,0,5,1,2,1,1,0
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,26-Aug-94,1,0,3,0,2,0,0,1
Bruno Silva,"6' 0""",185 lbs.,,,13-Jul-89,0,0,0,0,0,0,0,0
Natalia Silva,"5' 4""",125 lbs.,,,3-Feb-97,0,0,0,0,0,0,0,0
Douglas Silva de Andrade,"5' 7""",145 lbs.,"68""",Orthodox,22-Jun-85,4,0,4,1,1,1,1,0
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,,Orthodox,23-Apr-92,1,0,1,1,24,1,0,0
Marcus Silveira,"6' 3""",242 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Jamey Simmons,"5' 6""",145 lbs.,"70""",Orthodox,11-Sep-92,1,1,2,1,0,0,1,0
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,22-Sep-86,4,0,3,1,2,0,1,0
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,20-Jul-74,4,1,3,1,4,0,1,1
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92,3,0,3,1,7,1,1,0
Wes Sims,"6' 10""",260 lbs.,,Orthodox,4-Aug-79,1,1,3,0,0,0,0,2
Marlon Sims,,170 lbs.,,,,0,0,0,0,0,0,0,0
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,14-Oct-85,2,1,1,1,1,1,1,1
Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,7-May-73,3,0,6,1,0,0,1,0
Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,4-Sep-88,1,1,2,0,0,0,0,1
Rob Sinclair,"5' 8""",155 lbs.,,,20-Feb-80,1,0,2,1,0,0,1,0
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,13-Feb-71,1,0,5,1,0,0,0,1
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,9-Apr-96,6,1,10,0,2,0,0,0
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,28-May-76,3,0,2,1,0,0,1,1
AJ Siscoe,"5' 7""",135 lbs.,,,,0,0,0,0,0,0,0,0
Yokthai Sithoar,"5' 7""",143 lbs.,,,25-Dec-74,0,0,0,0,0,0,0,0
Jeri Sitzes,"5' 5""",125 lbs.,,,,0,0,0,0,0,0,0,0
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,13-Jan-79,4,0,3,1,1,0,1,0
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,11-May-85,2,0,3,0,2,0,0,2
Matt Skelton,"6' 3""",265 lbs.,,Orthodox,23-Jan-67,0,0,1,0,0,0,1,0
Zach Skinner,"5' 6""",145 lbs.,,Orthodox,,1,1,2,0,5,0,1,1
Joe Slick,"6' 0""",199 lbs.,,Orthodox,17-Oct-77,0,0,0,0,0,0,0,0
Patrick Smith,"6' 2""",225 lbs.,,Orthodox,28-Aug-63,0,0,0,0,0,0,0,0
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,,5,1,5,1,2,1,1,2
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,13-Dec-61,0,0,0,1,1,1,0,1
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,21-May-79,2,0,6,1,0,0,1,1
Eric Smith,,,,Southpaw,,0,0,0,0,0,0,0,0
Josh Smith,"6' 0""",155 lbs.,,Orthodox,2-Jul-82,1,0,1,1,0,0,1,2
Adam Smith,,,,,,0,0,0,0,0,0,0,0
Dillon Smith,"6' 0""",170 lbs.,,,,0,0,0,0,0,0,0,0
David Smith,,155 lbs.,,,,0,0,0,0,0,0,0,0
Brian Sleeman,"5' 8""",185 lbs.,,,,4,0,2,1,9,1,1,0
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,5-Jan-81,3,1,3,1,2,0,1,1
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,26-Jul-88,3,0,4,0,0,0,1,1
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,14-Aug-87,2,0,2,1,4,0,0,1
Ray Sloan,"6' 1""",205 lbs.,,,14-Jul-85,0,0,0,0,0,0,0,0
Gilbert Smith,"5' 9""",185 lbs.,,Southpaw,19-Oct-81,1,0,3,0,4,1,0,1
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,30-Jul-93,6,1,3,1,1,1,1,1
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,17-Aug-82,8,0,8,1,0,0,1,0
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,5-Apr-89,2,0,2,0,2,0,0,2
Justin Smitley,,145 lbs.,,,,0,0,0,0,0,0,0,0
Walter Smith-Cotito,"5' 8""",135 lbs.,,,,3,0,4,1,2,0,1,0
Nate Smith,"5' 6""",125 lbs.,"69""",Switch,9-Apr-95,1,0,2,0,0,0,0,2
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,5-Aug-82,1,0,4,1,0,0,1,0
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,16-Jul-91,4,0,4,1,2,0,0,2
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,17-Aug-91,2,1,2,1,8,1,0,0
Devin Smyth,"5' 10""",170 lbs.,"72""",Switch,21-Jul-95,3,1,7,0,4,0,1,0
Denis Sobolev,"6' 3""",216 lbs.,,Orthodox,,0,0,5,0,0,0,0,0
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,7-Sep-75,2,0,2,1,2,0,1,3
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2,0,3,1,2,0,1,1
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,18-Apr-84,2,0,3,1,2,0,1,1
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,27-Aug-93,4,1,1,1,3,1,0,1
Chris Solomon,"5' 11""",155 lbs.,,,,0,0,3,0,0,0,0,0
Paul Song,,185 lbs.,,,,0,0,0,0,0,0,0,0
Joe Son,"5' 4""",236 lbs.,,Orthodox,22-Nov-70,0,0,0,0,0,0,0,0
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,3-Apr-77,3,0,1,1,4,1,1,0
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,10-Mar-90,4,0,4,1,0,0,1,0
Song Yadong,"5' 8""",145 lbs.,"67""",Orthodox,2-Dec-97,4,0,4,1,1,1,1,0
Cody Sons,"5' 9""",205 lbs.,,,,0,0,0,0,0,0,0,0
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,1-Apr-93,5,0,8,1,2,0,1,0
Emiliano Sordi,"6' 2""",205 lbs.,,Orthodox,15-Feb-91,5,1,5,0,0,0,1,8
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,22-Nov-92,4,0,3,1,3,1,0,0
Sean Soriano,"5' 9""",145 lbs.,,Orthodox,6-Oct-89,3,1,2,1,1,0,1,0
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,6-Jul-89,3,1,3,0,3,1,1,3
Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,10-Dec-89,2,0,4,0,0,0,0,0
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,3-Jun-86,3,1,3,1,1,0,0,1
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,9-Jul-77,3,0,3,1,2,0,1,2
Alex Soto,"5' 8""",135 lbs.,,Southpaw,15-Feb-84,3,0,5,1,3,0,0,0
